RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
996,60676914,Brown,669,France,Female,47,7,241526.91,3,0,0,21994.86
997,36704425,Miller,549,Germany,Female,87,4,110202.13,1,1,1,31504.27
998,71298111,Jones,819,Spain,Male,88,3,121977.67,1,0,0,10969.57
999,55014515,Brown,529,Germany,Male,47,4,70405.49,4,0,1,63632.71
1000,64869006,Williams,694,Spain,Female,54,10,127108.1,4,0,0,185036.81
1001,25586926,Johnson,717,Germany,Female,65,1,37678.67,4,1,1,62494.72
1002,19496563,Smith,425,Spain,Female,49,3,167857.74,3,0,1,93754.74
1003,91143014,Williams,486,Spain,Female,87,9,6233.13,4,0,0,44001.91
1004,55745050,Williams,487,France,Female,52,7,58906.94,1,1,1,32094.06
1005,41556003,Miller,845,Germany,Male,85,6,52017.92,4,0,1,44654.94
1006,20321336,Miller,359,France,Female,49,7,234472.27,1,0,0,49982.24
1007,93667964,Jones,550,France,Female,76,6,36225.44,4,0,1,34754.88
1008,87859104,Miller,667,Germany,Male,52,6,222693.86,4,0,1,160395.07
1009,19803005,Brown,695,France,Male,33,10,31089.56,3,0,1,100676.67
1010,83205955,Smith,832,France,Female,69,6,162674.5,1,1,0,112556.19
1011,41738453,Williams,568,France,Female,83,1,79971.49,3,0,1,81183.61
1012,63509641,Jones,409,Germany,Female,23,2,79000.59,1,0,0,50041.14
1013,17583354,Davis,828,France,Male,31,0,249567.78,4,1,1,27841.32
1014,29908425,Davis,496,France,Female,46,1,56510.71,3,1,0,24425.88
1015,49367797,Smith,456,France,Female,43,9,50640.02,4,0,0,45176.98
1016,47612325,Miller,387,Germany,Male,35,5,147333.69,4,0,1,171533.48
1017,32468492,Miller,483,Spain,Male,21,1,185188.1,2,0,1,51143.59
1018,82506526,Brown,748,Spain,Male,74,0,245626.13,1,1,1,77415.72
1019,26413486,Miller,570,Spain,Male,70,7,175353.44,1,1,1,118822.81
1020,21606243,Davis,652,Spain,Female,42,8,140467.77,1,0,0,107168.49
1021,93752812,Williams,778,France,Male,64,6,102282.93,1,1,0,136505.92
1022,20688727,Davis,482,Germany,Male,69,2,148778.2,1,1,0,46919.82
1023,53842483,Garcia,683,France,Male,51,0,150208.75,3,0,0,109569.3
1024,19828366,Williams,402,Germany,Female,33,3,54427.87,1,1,0,155872.34
1025,78914332,Williams,799,France,Male,53,9,167802.14,3,0,1,83626.32
1026,46982407,Miller,411,Spain,Female,45,10,51105.95,2,1,1,194659.94
1027,85623580,Smith,372,Spain,Male,82,2,122488.71,2,0,1,119810.39
1028,55103150,Miller,393,Germany,Female,89,10,64967.38,3,1,1,138217.05
1029,21618627,Smith,657,France,Female,70,2,78200.26,2,1,0,97226.67
1030,25043403,Smith,395,Spain,Female,59,1,153469.25,3,1,1,172991.66
1031,15525633,Davis,496,Germany,Male,36,10,16121.28,1,1,1,95782.52
1032,62411802,Smith,565,France,Female,61,9,3008.7,3,0,1,189033.26
1033,79353566,Jones,689,Germany,Male,47,2,32655.0,2,0,0,68423.2
1034,30154994,Johnson,396,France,Male,91,10,42176.74,3,0,0,174505.69
1035,37695858,Miller,696,France,Female,61,4,49468.24,2,1,1,131477.1
1036,22920739,Jones,657,France,Male,44,3,193482.77,4,0,0,161820.39
1037,59282339,Williams,373,Germany,Female,90,0,111714.49,3,1,1,17163.24
1038,17726890,Jones,494,Germany,Male,51,0,117484.03,4,0,0,62683.13
1039,32674714,Brown,438,France,Female,41,0,161083.54,2,0,1,170944.98
1040,18357956,Garcia,523,Spain,Male,73,9,182277.19,1,1,0,70483.4
1041,71413011,Smith,413,France,Female,24,8,877.09,3,0,0,145404.52
1042,19451337,Miller,468,Germany,Male,85,8,214181.33,1,0,1,198515.87
1043,99729573,Brown,572,France,Male,68,8,247108.71,1,1,0,43662.06
1044,46940933,Miller,505,Germany,Female,25,9,30451.86,1,0,0,89333.73
1045,84504214,Davis,527,France,Male,73,3,162770.15,2,0,1,41374.08
1046,38688729,Garcia,669,France,Male,75,3,603.44,2,1,1,39314.43
1047,52019117,Brown,761,Spain,Female,86,9,12257.37,4,0,0,130278.14
1048,34062169,Miller,691,Spain,Female,25,6,71250.26,4,1,1,46361.45
1049,70628583,Williams,405,Germany,Female,83,2,211601.02,4,1,0,101704.25
1050,35291709,Smith,408,France,Female,41,9,163125.23,1,0,0,195808.88
1051,40256337,Brown,738,Germany,Female,59,2,111455.23,4,0,1,73294.6
1052,86039128,Williams,787,France,Male,71,3,109649.62,3,1,1,175989.67
1053,35836512,Smith,777,France,Female,33,10,116513.39,2,0,0,85309.36
1054,87782638,Johnson,775,France,Male,21,5,77758.28,4,0,1,59944.33
1055,41549031,Williams,805,Spain,Male,76,0,219428.63,2,1,1,73887.82
1056,46346859,Jones,730,Germany,Male,63,10,141967.28,1,0,1,34260.43
1057,21309411,Miller,835,France,Male,30,2,120987.49,2,1,1,139007.18
1058,63689327,Davis,569,France,Male,54,4,116269.15,3,1,1,106713.79
1059,49302467,Smith,534,Germany,Female,71,10,233956.62,2,1,1,126627.79
1060,47944452,Brown,396,Germany,Female,66,3,180915.48,2,1,0,67587.63
1061,79790583,Garcia,809,France,Female,75,7,36203.64,3,1,0,134158.34
1062,94776775,Brown,726,Spain,Female,36,8,109242.54,3,1,1,41273.79
1063,69220571,Jones,758,Spain,Female,35,7,72093.05,4,0,1,133969.82
1064,65684473,Miller,451,France,Female,77,10,246717.16,2,0,0,25416.25
1065,37580296,Jones,393,Spain,Male,34,10,103848.93,4,1,0,86051.9
1066,86796917,Brown,364,Germany,Female,28,8,16967.53,4,0,1,125853.08
1067,73655986,Davis,585,Spain,Female,32,7,102803.0,3,0,1,172510.33
1068,85996188,Miller,710,Germany,Female,89,9,80337.57,2,1,1,164358.85
1069,55084109,Garcia,400,Germany,Female,34,0,149895.66,3,1,1,110120.51
1070,92972373,Smith,658,Germany,Female,22,6,56519.54,1,1,1,177840.43
1071,29053322,Miller,383,Germany,Male,78,8,8993.41,2,0,0,106121.56
1072,67292182,Williams,473,Spain,Male,21,0,23970.09,1,0,0,108261.68
1073,93700525,Miller,842,Germany,Male,73,9,70786.9,2,0,0,146905.19
1074,83684580,Jones,426,France,Female,65,0,87080.66,4,1,1,176778.64
1075,79111188,Jones,741,Germany,Female,65,9,208612.64,3,0,1,124516.13
1076,49816537,Jones,472,France,Female,52,1,67517.42,1,1,0,189396.43
1077,72671672,Garcia,554,Germany,Male,50,4,7873.26,2,1,0,54191.35
1078,94380672,Miller,577,Germany,Male,38,7,195183.37,4,0,0,185618.79
1079,90908854,Davis,419,Spain,Female,22,7,217229.39,3,0,1,52114.06
1080,47132658,Davis,579,Germany,Female,81,9,123076.56,3,0,0,110018.94
1081,70749710,Miller,829,Germany,Male,86,3,71231.81,1,1,0,161246.04
1082,28492846,Davis,370,Spain,Male,38,6,193034.97,4,0,0,162300.99
1083,87652169,Johnson,457,Spain,Male,91,6,2224.6,2,1,1,62850.26
1084,38088632,Garcia,713,France,Female,49,8,231007.06,1,0,0,197320.09
1085,29894388,Smith,590,Spain,Male,35,8,216382.91,2,0,1,25314.65
1086,52827417,Smith,600,France,Female,75,2,136208.3,4,0,0,16608.72
1087,98121122,Smith,484,Germany,Female,41,10,69395.3,3,1,0,169890.6
1088,45453171,Smith,439,France,Female,22,7,8211.22,3,0,0,165613.59
1089,36395160,Smith,428,Spain,Male,70,4,249955.94,3,0,0,145435.31
1090,94903513,Davis,789,Germany,Male,90,4,190518.43,2,1,1,171647.06
1091,68435658,Brown,526,France,Male,72,7,84677.47,2,0,0,36136.26
1092,81769893,Jones,647,France,Male,22,5,4817.99,3,1,1,28180.63
1093,21149697,Garcia,756,France,Female,86,9,159822.93,2,0,1,194186.5
1094,23757649,Brown,657,Germany,Female,58,9,246726.0,2,1,0,128605.22
1095,61913178,Garcia,451,France,Female,24,0,176768.18,3,0,1,184770.88
1096,90535969,Johnson,710,France,Female,18,3,20928.6,3,0,1,182224.21
1097,62418906,Miller,684,Spain,Male,69,8,100569.59,2,0,1,134096.57
1098,73213072,Williams,461,France,Female,43,4,27295.87,2,0,0,129410.16
1099,35146282,Jones,530,Germany,Male,80,3,228040.14,4,0,1,78389.7
1100,16857658,Johnson,453,Spain,Female,29,10,82603.62,1,1,1,38330.91
1101,74164715,Brown,365,Germany,Male,87,9,183344.13,2,1,1,140454.94
1102,37915002,Williams,445,Spain,Female,36,0,21172.59,4,1,0,165393.51
1103,78105394,Miller,642,Spain,Female,21,8,32103.67,4,1,0,113478.51
1104,96487703,Johnson,495,France,Male,22,7,169871.92,1,0,0,19665.14
1105,74991256,Miller,753,Germany,Female,71,2,210869.99,4,0,1,37534.36
1106,49785651,Miller,651,France,Male,87,8,50362.49,4,0,1,29372.46
1107,64440645,Davis,351,Spain,Female,74,0,104584.31,2,0,0,134988.01
1108,21292148,Garcia,468,France,Male,69,3,154854.26,1,1,1,117309.93
1109,46919127,Williams,692,Spain,Male,35,4,199069.08,1,1,0,98635.06
1110,90074928,Garcia,443,Spain,Male,81,3,157049.15,4,1,0,113247.63
1111,87688894,Miller,540,Germany,Male,27,3,23856.48,4,0,0,62431.42
1112,41199893,Davis,352,Germany,Female,40,8,135704.83,3,0,0,162898.16
1113,15786265,Johnson,779,Germany,Male,85,4,221151.67,2,1,1,72423.6
1114,66240283,Miller,836,Germany,Male,69,0,217005.93,4,1,0,132417.23
1115,41299028,Brown,460,France,Male,64,6,146253.9,3,0,1,84266.11
1116,75170480,Miller,526,Germany,Male,87,5,248924.05,3,0,1,23711.64
1117,39168464,Garcia,606,Germany,Female,43,8,26280.93,2,1,0,58820.77
1118,45966581,Williams,710,Germany,Male,87,3,119648.84,3,1,1,193368.68
1119,82507733,Johnson,371,Spain,Female,60,9,193780.91,4,0,1,46202.05
1120,26405566,Garcia,826,Spain,Female,86,5,35259.53,3,1,1,29936.45
1121,19427504,Miller,747,Germany,Male,80,9,243187.44,3,0,1,65318.92
1122,88795078,Brown,845,Spain,Male,83,6,88511.64,4,1,1,176805.92
1123,17022336,Jones,569,Spain,Male,80,3,87534.94,3,1,0,68145.02
1124,29655820,Davis,818,France,Male,30,8,53298.58,1,0,1,89302.23
1125,98213938,Brown,522,Spain,Female,68,0,72004.37,2,1,0,68914.62
1126,89594423,Miller,573,France,Female,22,0,144397.23,4,1,1,197904.98
1127,34210749,Brown,739,Spain,Male,64,2,107338.57,2,0,1,199976.27
1128,85761695,Davis,414,Germany,Male,53,8,48344.54,4,0,0,101726.82
1129,23691164,Jones,626,Spain,Female,53,4,202284.99,3,1,1,159116.88
1130,32761900,Brown,598,Spain,Female,67,0,15559.83,2,0,0,51811.37
1131,21707868,Jones,609,France,Male,73,4,208663.19,4,1,1,81116.08
1132,24246173,Miller,480,Germany,Male,36,5,68734.68,1,1,0,139074.54
1133,20055079,Jones,462,France,Male,37,3,123975.83,4,0,1,64402.4
1134,23781009,Garcia,635,Germany,Male,39,6,95266.13,3,1,0,52692.76
1135,64952704,Garcia,636,Germany,Male,48,10,142650.53,3,1,0,185225.2
1136,77812526,Jones,767,France,Male,79,2,198997.5,3,0,0,56416.63
1137,23769205,Johnson,560,Spain,Female,61,4,247329.95,1,1,0,21262.79
1138,24013403,Williams,369,Germany,Female,85,5,76514.79,2,0,0,152706.72
1139,62991088,Johnson,564,Spain,Female,84,6,138451.1,1,1,0,56220.97
1140,75954738,Jones,659,France,Female,66,9,116501.89,2,0,1,95534.99
1141,49648899,Williams,600,France,Male,76,1,249732.04,4,1,1,31195.84
1142,87462428,Garcia,837,France,Male,21,4,202228.41,1,1,0,23017.96
1143,65849014,Williams,731,France,Female,56,6,99270.96,1,0,0,97484.68
1144,47003110,Jones,758,Germany,Male,24,6,119219.76,4,0,1,74046.79
1145,23942402,Garcia,620,France,Male,88,2,61489.15,3,1,1,106125.79
1146,99097673,Williams,771,Spain,Male,66,7,188811.83,3,0,1,193498.82
1147,91602413,Williams,756,Spain,Female,32,0,211302.95,4,0,0,87403.77
1148,20669435,Johnson,529,Germany,Female,24,3,241246.71,3,0,0,124504.85
1149,93750880,Williams,543,France,Female,64,2,141457.22,4,0,0,28543.12
1150,53728950,Miller,790,Germany,Female,85,3,167670.75,1,1,1,178324.34
1151,21484508,Jones,662,Germany,Female,62,10,111514.71,1,0,0,163113.61
1152,17449607,Smith,428,Germany,Female,36,8,152282.13,2,1,0,109257.33
1153,97929144,Smith,529,France,Female,64,10,87187.26,1,0,0,44841.61
1154,23839094,Smith,841,Spain,Male,70,7,184422.28,2,0,1,90930.48
1155,26701250,Jones,512,Spain,Female,44,10,5675.09,3,0,1,66502.96
1156,62934615,Smith,551,Germany,Male,22,3,7114.21,4,1,1,198958.18
1157,46992982,Johnson,363,Germany,Male,77,7,179030.22,3,0,0,103259.27
1158,77185082,Jones,696,Spain,Female,79,0,232670.7,4,1,1,90224.29
1159,33656190,Miller,595,Spain,Male,76,7,158062.23,4,0,1,42121.08
1160,94656124,Garcia,363,France,Male,78,9,181632.07,1,0,0,55430.7
1161,15579079,Miller,448,Germany,Female,73,1,205983.57,2,0,1,145201.67
1162,54489781,Jones,382,France,Male,64,5,90418.57,2,0,0,111632.77
1163,90170222,Jones,785,Spain,Female,65,5,27028.41,3,0,0,78025.95
1164,39822180,Williams,606,Spain,Male,27,2,233273.07,1,1,0,66432.6
1165,63517362,Williams,383,Spain,Male,49,4,234642.64,2,0,0,48140.65
1166,93463150,Williams,368,Spain,Male,82,1,110460.14,2,1,1,16440.6
1167,18860935,Davis,501,France,Male,41,10,54292.41,2,0,0,195658.49
1168,34444321,Davis,839,Spain,Female,46,7,223088.6,3,0,1,153090.97
1169,95808215,Brown,609,Germany,Female,24,7,177106.67,1,0,1,186295.45
1170,25105101,Davis,513,Spain,Female,34,4,2057.09,2,0,1,88384.66
1171,50576287,Johnson,426,Germany,Male,42,6,26929.93,1,0,0,175182.72
1172,61309687,Jones,663,Spain,Male,53,7,245799.91,2,0,0,58687.49
1173,86106218,Miller,765,France,Male,78,10,9532.04,3,1,0,106868.61
1174,39677043,Jones,486,Germany,Male,88,3,70638.75,1,0,1,48471.09
1175,60831524,Williams,708,France,Female,52,1,137124.09,2,0,0,156364.06
1176,79071029,Jones,557,Spain,Male,67,4,46088.9,3,1,0,104544.38
1177,85094484,Garcia,591,France,Female,73,6,58013.52,3,0,0,111891.86
1178,10611213,Davis,416,Spain,Male,82,3,88241.87,3,0,1,173296.38
1179,61100382,Jones,465,France,Male,58,3,67388.57,2,0,0,150451.31
1180,59349430,Miller,753,France,Female,42,3,200839.06,3,1,1,193590.53
1181,65842822,Smith,551,Germany,Female,51,8,125068.62,4,0,0,87013.84
1182,45393865,Garcia,725,Spain,Female,25,8,69655.04,3,0,0,97676.4
1183,83678496,Garcia,599,France,Female,73,10,78274.01,4,1,1,126914.35
1184,97558294,Jones,795,Spain,Male,47,9,9966.24,3,1,1,96129.37
1185,28803796,Brown,791,Germany,Female,85,7,12348.02,3,0,0,89726.92
1186,16202258,Williams,627,France,Female,38,10,179476.89,3,1,1,74708.63
1187,98225315,Johnson,461,Spain,Male,27,7,28227.71,2,1,1,168058.0
1188,86989724,Johnson,800,France,Male,50,6,118949.19,1,1,0,111362.98
1189,75174203,Smith,680,France,Male,21,0,210591.41,2,0,1,125406.59
1190,80635601,Johnson,822,France,Male,40,7,92113.38,2,0,1,48774.35
1191,85899393,Johnson,583,France,Female,86,10,86438.06,2,0,1,57837.53
1192,28786176,Williams,525,Germany,Female,70,10,218262.07,1,0,0,74560.71
1193,31232430,Davis,741,Germany,Male,22,3,216212.6,1,0,0,98420.11
1194,50473321,Williams,806,Spain,Female,35,0,220034.2,3,1,0,18346.19
1195,64148094,Brown,492,Spain,Female,34,0,142978.49,1,1,0,178794.36
1196,30153729,Miller,381,France,Male,75,2,238076.07,2,0,0,181705.33
1197,92932418,Smith,530,France,Female,84,2,204740.99,4,1,0,135719.18
1198,22790902,Johnson,416,France,Female,89,9,103908.61,3,0,0,70050.04
1199,87582731,Brown,353,Germany,Male,73,0,157388.79,4,1,0,83210.48
1200,87973011,Smith,635,France,Female,57,7,30447.27,4,1,0,149469.69
1201,16193956,Garcia,618,Spain,Female,19,3,137833.05,4,0,0,64395.29
1202,23579173,Johnson,585,France,Male,38,3,65787.27,1,0,1,125694.42
1203,99323229,Johnson,626,Germany,Female,69,5,70886.81,2,0,1,182191.5
1204,91638280,Williams,390,France,Male,41,8,31429.56,3,1,0,87985.09
1205,84380340,Jones,470,Germany,Male,70,8,89549.81,3,0,1,121539.27
1206,66761259,Smith,843,Germany,Male,55,7,120347.58,3,0,0,186432.06
1207,13266402,Johnson,624,Germany,Male,37,0,150088.61,4,1,1,74710.5
1208,57044083,Davis,580,Germany,Male,67,9,76217.33,2,1,0,154331.55
1209,34899065,Smith,653,Spain,Male,56,9,198062.06,3,0,0,153473.15
1210,68436437,Miller,435,Germany,Female,77,1,130239.99,2,0,1,186414.09
1211,74910615,Davis,412,Spain,Male,56,2,159513.03,1,0,1,173131.97
1212,97994960,Brown,753,Spain,Female,88,10,69535.9,3,1,1,152277.35
1213,24072989,Davis,541,France,Male,50,4,203533.97,1,0,0,130937.93
1214,90235127,Brown,642,France,Male,46,4,156068.61,3,1,0,55825.78
1215,81370810,Jones,380,Germany,Male,91,9,215587.19,4,1,1,137423.25
1216,93976173,Johnson,679,France,Female,27,7,39987.89,3,1,0,62524.26
1217,19944790,Davis,495,Germany,Female,84,1,95165.82,3,0,1,93603.73
1218,89908991,Miller,456,France,Male,20,1,28254.05,2,0,0,144842.74
1219,91447632,Williams,708,Germany,Female,48,7,53881.83,4,1,1,138229.91
1220,78841329,Johnson,459,France,Male,44,0,98636.88,4,1,0,86227.83
1221,63505232,Smith,625,France,Male,87,8,223645.48,1,1,0,44708.38
1222,90218637,Garcia,559,Spain,Female,44,1,139260.17,3,1,0,101987.07
1223,54599847,Brown,488,France,Male,26,4,82594.58,3,1,1,61294.85
1224,58730049,Smith,435,France,Male,23,2,186724.79,2,1,1,58532.55
1225,46413676,Jones,393,Germany,Female,23,4,4920.68,3,1,1,72090.78
1226,43877350,Brown,431,Spain,Male,43,7,92523.05,2,1,1,144185.17
1227,71658869,Williams,413,Germany,Male,60,7,150207.92,4,0,0,104484.31
1228,96131989,Brown,727,France,Female,36,5,145809.33,3,0,1,80902.49
1229,76374125,Garcia,767,Germany,Female,33,8,151889.47,1,1,1,181113.01
1230,77225603,Davis,692,Spain,Male,40,6,52875.19,2,0,0,144288.33
1231,41251097,Miller,670,Germany,Male,46,1,84269.79,4,0,0,103984.04
1232,76268268,Davis,404,France,Female,55,0,232891.36,2,1,1,90044.79
1233,25985249,Johnson,423,Germany,Female,76,7,243493.88,3,1,1,165590.4
1234,88987338,Garcia,722,France,Male,65,0,78009.59,4,1,1,42855.65
1235,53309893,Miller,478,Spain,Female,37,7,161125.93,4,0,0,136189.25
1236,44569361,Garcia,605,Spain,Female,38,8,60324.19,1,0,0,13992.91
1237,20971177,Johnson,771,Germany,Female,45,0,92132.17,4,0,1,11322.54
1238,70200291,Brown,580,Spain,Male,67,6,198083.67,3,0,1,187038.9
1239,30080673,Jones,846,Germany,Male,50,4,125294.68,2,1,1,107657.83
1240,84052985,Johnson,486,France,Male,57,7,212397.49,4,0,1,69872.31
1241,16238795,Johnson,700,Germany,Male,71,3,157185.06,3,0,0,160992.28
1242,91266262,Miller,804,France,Male,27,1,157230.3,1,0,0,197117.32
1243,65098996,Williams,750,Spain,Female,51,6,8470.01,2,0,1,16538.62
1244,57226729,Davis,704,France,Female,90,6,187417.59,1,0,1,17212.53
1245,74504149,Brown,461,France,Female,53,7,244466.63,1,1,0,172408.59
1246,61048404,Johnson,834,France,Male,91,8,118257.14,4,1,0,115775.81
1247,68771482,Jones,657,France,Male,24,5,39645.0,2,1,1,177720.93
1248,80860062,Smith,495,France,Female,33,2,244244.42,4,1,0,141982.18
1249,67701082,Brown,796,Germany,Female,68,4,72531.47,1,0,0,99411.27
1250,25732903,Williams,382,France,Female,78,2,102299.49,3,0,0,40655.73
1251,13138145,Garcia,609,France,Female,48,9,19341.6,2,1,0,84073.62
1252,39063435,Johnson,436,France,Male,49,8,27709.22,1,0,1,159557.57
1253,44780908,Jones,680,France,Male,62,4,54141.42,4,0,0,54444.33
1254,47738488,Brown,785,France,Female,44,6,137116.52,1,0,1,145349.63
1255,92125254,Jones,614,France,Male,39,9,139447.3,4,1,0,56995.47
1256,56361481,Jones,669,Spain,Male,32,6,151560.96,3,1,0,98071.53
1257,45055276,Davis,379,Germany,Male,25,6,145954.24,3,0,1,26232.08
1258,63775257,Miller,741,France,Male,85,9,123809.25,4,0,0,96449.71
1259,44954715,Garcia,581,Germany,Female,25,3,200524.66,3,1,1,126413.48
1260,99813693,Williams,738,Spain,Female,33,3,233474.92,3,1,1,117030.43
1261,91250937,Davis,425,Spain,Male,65,2,67440.33,4,0,0,87228.64
1262,77800621,Brown,796,France,Female,51,3,32548.42,4,0,1,80242.1
1263,77499583,Johnson,478,Germany,Male,74,8,106271.82,4,0,1,62325.76
1264,53470977,Williams,620,France,Female,22,4,6605.59,1,1,0,155749.77
1265,53092987,Johnson,438,Spain,Female,61,5,220829.72,1,0,1,158701.24
1266,92822506,Smith,815,Spain,Female,88,3,59926.57,1,1,0,101775.23
1267,97182130,Jones,771,Germany,Female,54,0,137324.16,4,0,1,82686.74
1268,50381731,Smith,519,France,Female,45,6,28773.75,2,0,1,131110.36
1269,34694812,Miller,477,Germany,Female,85,6,138314.33,4,1,0,115969.14
1270,71399188,Jones,523,Germany,Female,55,5,9748.36,1,1,1,136778.54
1271,41970599,Garcia,786,Spain,Male,63,3,192201.67,2,0,0,68142.95
1272,61207679,Williams,375,Germany,Female,90,9,238855.37,1,0,0,159786.42
1273,49787171,Johnson,410,Spain,Male,43,7,76744.02,3,1,1,70181.13
1274,11270896,Davis,837,France,Female,70,7,64553.65,1,0,1,89557.42
1275,21952314,Miller,728,Germany,Female,80,0,111998.74,2,0,0,35160.32
1276,78168486,Garcia,416,Germany,Female,80,8,154993.42,3,1,0,172520.17
1277,81531239,Johnson,787,France,Male,55,7,47240.62,1,1,1,132412.01
1278,26770274,Williams,755,Germany,Male,32,1,200827.0,4,1,1,54704.54
1279,60709813,Brown,375,France,Male,26,8,49633.7,2,0,0,171826.43
1280,41354977,Miller,432,Spain,Male,39,3,1368.55,4,0,1,143910.67
1281,41873646,Smith,841,Spain,Male,87,9,131062.65,4,0,0,94014.25
1282,81240343,Smith,713,Germany,Female,73,5,28787.43,1,1,1,198070.14
1283,52955157,Davis,716,Spain,Male,54,1,174559.68,3,0,0,74069.85
1284,69365444,Johnson,409,Spain,Male,74,9,41867.5,2,1,1,28914.42
1285,74445751,Johnson,388,France,Male,77,3,204345.1,3,1,1,149357.22
1286,95518073,Johnson,472,Spain,Female,29,1,117592.03,2,0,1,153839.32
1287,46905710,Miller,641,Spain,Female,24,8,141569.48,3,0,0,21203.37
1288,62673683,Williams,626,Spain,Female,83,8,46646.29,2,0,1,165689.63
1289,34755666,Brown,774,France,Male,58,4,36672.02,2,1,0,157428.89
1290,15703394,Smith,723,Germany,Female,41,2,157823.12,1,1,0,186623.31
1291,96654442,Garcia,653,France,Male,42,2,63865.15,3,1,1,32524.33
1292,21415376,Jones,631,Germany,Female,79,0,96481.39,1,1,1,124153.82
1293,86176890,Miller,540,Germany,Female,61,7,119862.29,3,0,1,51690.28
1294,23283692,Miller,810,Spain,Female,19,2,57408.4,4,0,1,85893.97
1295,99817241,Williams,641,Spain,Female,59,3,198855.95,3,0,1,60367.26
1296,33567809,Smith,501,France,Female,50,1,234856.1,1,1,0,95366.56
1297,65182836,Davis,733,France,Male,34,7,107973.29,2,1,1,31446.5
1298,12721864,Brown,582,France,Male,80,2,229387.1,3,0,0,67667.95
1299,64278856,Williams,823,Spain,Female,39,10,220670.7,2,1,1,23474.56
1300,43458471,Garcia,754,Germany,Male,18,1,41511.81,3,0,0,103448.08
1301,50539152,Smith,495,France,Female,87,0,43345.49,1,0,1,66369.81
1302,38104320,Williams,620,Germany,Female,71,9,119351.27,4,0,0,122158.62
1303,84842172,Smith,684,Spain,Female,31,1,131464.29,4,1,1,96724.77
1304,13875754,Smith,483,Spain,Female,70,1,85282.43,4,1,1,56332.09
1305,29482215,Davis,520,Spain,Female,23,3,78230.24,2,0,1,29558.64
1306,67696034,Miller,764,Spain,Female,81,10,107841.82,1,0,1,153130.17
1307,38356738,Brown,377,Germany,Female,50,0,172619.82,3,0,0,130295.19
1308,75564145,Miller,485,Germany,Male,89,0,21098.41,1,1,1,16256.7
1309,88021860,Jones,762,France,Male,61,5,177645.5,3,1,1,197979.46
1310,20047595,Brown,754,Germany,Female,51,4,231560.07,4,0,1,132073.15
1311,40908587,Smith,814,Germany,Male,51,0,190876.68,2,0,1,49364.35
1312,32564965,Williams,725,Germany,Female,41,5,47919.21,4,0,0,169694.41
1313,50131083,Garcia,590,France,Male,19,7,21870.3,2,0,0,177599.14
1314,83976082,Davis,693,Germany,Male,25,4,122595.1,1,0,1,119000.23
1315,19004644,Brown,791,Germany,Female,42,2,239101.52,1,1,0,178258.72
1316,57517690,Jones,793,Germany,Female,49,2,204764.82,2,0,1,15542.64
1317,60760636,Smith,783,Spain,Male,73,10,140683.41,1,1,1,189581.68
1318,47639184,Garcia,577,Germany,Female,24,1,35745.36,4,0,0,20868.69
1319,64706505,Brown,636,France,Male,65,8,178459.2,1,1,1,132054.11
1320,23143608,Miller,652,France,Female,71,8,203249.56,2,1,1,75719.98
1321,46532022,Miller,383,France,Male,80,6,233767.28,3,0,0,17469.35
1322,55745469,Brown,351,France,Male,90,0,153029.06,1,1,0,186564.78
1323,98780367,Brown,711,Spain,Male,19,0,128616.45,1,1,1,35717.96
1324,46045138,Brown,544,France,Female,52,3,154795.51,4,0,1,172211.4
1325,67874183,Garcia,443,Spain,Male,39,1,235813.13,2,1,1,72765.55
1326,69912158,Miller,677,Spain,Female,81,2,157031.77,4,1,1,150821.16
1327,48808656,Williams,657,Spain,Female,76,1,64397.96,3,0,1,58301.95
1328,20880726,Jones,484,France,Female,66,0,159037.85,3,1,1,120852.45
1329,32992356,Jones,553,France,Female,69,2,219936.14,1,1,1,161915.22
1330,30515189,Davis,599,Spain,Female,38,6,141750.51,1,1,1,117574.17
1331,62534223,Smith,496,Spain,Male,29,9,125674.71,3,0,0,68244.99
1332,33388869,Johnson,695,France,Female,28,8,183342.31,1,0,0,54352.79
1333,60795719,Williams,697,Germany,Female,71,9,165247.17,3,0,1,43213.06
1334,98798296,Miller,603,Germany,Male,87,8,14171.9,4,1,1,169374.38
1335,20563214,Smith,748,Germany,Male,31,7,181327.79,4,0,1,126079.1
1336,34374842,Davis,683,France,Female,50,5,101887.36,4,0,1,106648.81
1337,91252249,Smith,525,France,Female,43,0,235224.57,4,1,1,57420.33
1338,97384552,Brown,474,Spain,Female,31,7,242700.75,1,0,0,92413.12
1339,38172140,Johnson,600,France,Male,65,7,112184.7,1,0,0,127811.93
1340,68701337,Miller,747,France,Female,82,8,242198.71,2,1,0,23657.51
1341,45119150,Johnson,480,France,Female,63,9,77705.13,3,0,1,78535.84
1342,65471391,Williams,399,Spain,Male,72,10,170661.11,3,0,0,55505.69
1343,87632265,Johnson,442,Spain,Male,91,5,18763.68,1,1,1,132837.83
1344,91597126,Smith,729,Germany,Male,91,2,36247.34,2,0,1,125191.11
1345,33387092,Johnson,659,Germany,Female,85,5,216131.48,4,0,0,66888.94
1346,29156053,Johnson,739,France,Female,29,7,223446.01,3,1,0,17909.84
1347,49678201,Jones,782,France,Female,71,6,133152.8,4,1,1,44734.42
1348,11524102,Miller,756,Spain,Male,81,7,84943.36,1,0,0,40411.79
